last_name, first_name,player_id,team_id,team,position,age,competitive_runs,hp_to_1b,sprint_speed
Sánchez, Yolmer,570560,145,CWS,2B,25,226,4.19,28.5
Bonifacio, Jorge,593528,118,KC,RF,24,122,4.28,28.5
Rickard, Joey,572073,110,BAL,RF,26,100,4.18,28.4
DeJong, Paul,657557,138,STL,SS,24,128,4.31,28.4
Tauchman, Mike,643565,115,COL,,27,10,,28.4
Altuve, Jose,514888,117,HOU,2B,27,310,4.13,28.4
Szczur, Matt,519333,135,SD,CF,28,83,4.17,28.4
Torres, Ramón,593527,118,KC,2B,24,33,4.19,28.4
Bostick, Christopher,607471,134,PIT,2B,24,14,,28.4
Freeman, Mike,502273,112,CHC,SS,30,28,4.27,28.4
Gamel, Ben,592325,136,SEA,LF,25,219,4.18,28.4
Owings, Chris,572008,109,ARI,SS,26,156,4.14,28.4
Orlando, Paulo,449181,118,KC,RF,32,35,4.30,28.4
Hwang, Jae-Gyun,666561,137,SF,3B,30,20,4.32,28.4
Presley, Alex,502100,116,DET,RF,32,107,4.16,28.3
Torreyes, Ronald,591720,147,NYY,2B,25,161,4.21,28.3
Pérez, Hernán,541650,158,MIL,LF,26,191,4.21,28.4
Benintendi, Andrew,643217,111,BOS,LF,23,232,4.21,28.3
Liriano, Rymer,542642,145,CWS,LF,26,18,4.35,28.3
Bogaerts, Xander,593428,111,BOS,SS,25,282,4.21,28.3
Yelich, Christian,592885,146,MIA,CF,26,277,4.24,28.3
Rosales, Adam,489267,109,ARI,SS,34,80,4.34,28.3
Kivlehan, Patrick,623182,113,CIN,RF,28,64,4.34,28.3
Schebler, Scott,594988,113,CIN,RF,27,181,4.24,28.3
Upton, Justin,457708,108,LAA,LF,30,186,4.35,28.3
Hernández, Marco,593523,111,BOS,3B,25,26,4.03,28.3
Blackmon, Charlie,453568,115,COL,CF,31,260,4.22,28.2
Russell, Addison,608365,112,CHC,SS,23,145,4.21,28.2
Thompson, Trayce,572204,119,LAD,CF,26,15,,28.2
Florimón, Pedro,465753,143,PHI,CF,31,21,,28.2
Gregorius, Didi,544369,147,NYY,SS,27,205,4.26,28.2
Ahmed, Nick,605113,109,ARI,SS,27,71,4.35,28.2
Featherston, Taylor,605227,139,TB,2B,28,12,,28.2
Dyson, Jarrod,502481,136,SEA,CF,33,149,4.10,28.2
Luplow, Jordan,656669,134,PIT,RF,24,25,4.37,28.2
