last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Herrera, Rosell,594011,2018,302,224,.234,.242,-0.008,.317,.331,-0.014,.266,.280,-0.014
Adames, Willy,642715,2018,323,196,.278,.209,0.069,.406,.339,0.067,.328,.279,0.049
Dozier, Brian,572821,2018,632,429,.215,.197,0.018,.391,.328,0.063,.304,.279,0.025
Jones, JaCoby,592444,2018,467,290,.207,.221,-0.014,.364,.342,0.022,.274,.279,-0.005
Brinson, Lewis,621446,2018,406,264,.199,.219,-0.020,.338,.375,-0.037,.247,.279,-0.032
Herrera, Odúbel,546318,2018,597,430,.255,.224,0.031,.420,.348,0.072,.315,.278,0.037
Russell, Addison,608365,2018,465,324,.250,.230,0.020,.340,.321,0.019,.290,.278,0.012
Difo, Wilmer,594694,2018,456,333,.230,.234,-0.004,.350,.323,0.027,.280,.278,0.002
Vázquez, Christian,543877,2018,269,211,.207,.244,-0.037,.283,.336,-0.053,.240,.278,-0.038
García, Leury,544725,2018,275,194,.271,.250,0.021,.376,.343,0.033,.295,.275,0.020
Núñez, Eduardo,456488,2018,502,415,.265,.253,0.012,.388,.344,0.044,.292,.275,0.017
Hicks, John,543308,2018,312,206,.260,.215,0.045,.403,.355,0.048,.311,.275,0.036
Spangenberg, Cory,605486,2018,329,194,.235,.211,0.024,.362,.339,0.023,.290,.275,0.015
Adrianza, Ehire,501303,2018,366,259,.251,.230,0.021,.379,.347,0.032,.294,.274,0.020
Fowler, Dexter,451594,2018,334,218,.180,.201,-0.021,.298,.298,0.000,.260,.274,-0.014
Anderson, Tim,641313,2018,606,423,.240,.223,0.017,.406,.358,0.048,.294,.273,0.021
Iglesias, José,578428,2018,464,390,.269,.241,0.028,.389,.326,0.063,.304,.272,0.032
Hechavarría, Adeiny,588751,2018,321,247,.247,.243,0.004,.345,.340,0.005,.268,.272,-0.004
Forsythe, Logan,523253,2018,416,289,.232,.215,0.017,.291,.298,-0.007,.274,.271,0.003
Escobar, Alcides,444876,2018,531,423,.231,.234,-0.003,.313,.322,-0.009,.261,.270,-0.009
Davis, Chris,448801,2018,522,282,.168,.186,-0.018,.296,.351,-0.055,.239,.270,-0.031
Almora Jr., Albert,546991,2018,479,369,.286,.241,0.045,.378,.314,0.064,.305,.269,0.036
Reyes, José,408314,2018,251,190,.189,.220,-0.031,.320,.305,0.015,.255,.269,-0.014
Harrison, Josh,543281,2018,374,283,.250,.220,0.030,.363,.343,0.020,.285,.267,0.018
Galvis, Freddy,520471,2018,656,462,.248,.211,0.037,.380,.331,0.049,.294,.266,0.028
Schoop, Jonathan,570731,2018,501,363,.233,.223,0.010,.416,.350,0.066,.290,.264,0.026
Kingery, Scott,664068,2018,484,331,.226,.218,0.008,.338,.340,-0.002,.263,.264,-0.001
Kiermaier, Kevin,595281,2018,367,245,.217,.209,0.008,.370,.308,0.062,.282,.264,0.018
Sanó, Miguel,593934,2018,299,153,.199,.166,0.033,.398,.345,0.053,.295,.264,0.031
Culberson, Charlie,518586,2018,322,212,.270,.214,0.056,.466,.331,0.135,.335,.262,0.073
Jankowski, Travis,608671,2018,387,276,.259,.221,0.038,.346,.269,0.077,.303,.262,0.041
Hedges, Austin,595978,2018,326,214,.231,.204,0.027,.429,.345,0.084,.301,.261,0.040
Taylor, Michael A.,572191,2018,385,239,.227,.203,0.024,.357,.325,0.032,.280,.261,0.019
Pence, Hunter,452254,2018,248,178,.226,.221,0.005,.332,.333,-0.001,.254,.258,-0.004
Strange-Gordon, Dee,543829,2018,588,490,.268,.250,0.018,.349,.307,0.042,.277,.256,0.021
Maldonado, Martín,455117,2018,404,279,.225,.202,0.023,.351,.316,0.035,.275,.256,0.019
Valbuena, Luis,472528,2018,288,168,.199,.185,0.014,.335,.348,-0.013,.253,.254,-0.001
Joseph, Caleb,543376,2018,280,199,.219,.221,-0.002,.321,.309,0.012,.251,.251,0.000
Hamilton, Billy,571740,2018,556,377,.236,.214,0.022,.327,.257,0.070,.277,.248,0.029
DeShields, Delino,592261,2018,393,264,.216,.183,0.033,.281,.242,0.039,.271,.248,0.023
Jackson, Austin,457706,2018,375,215,.245,.202,0.043,.326,.286,0.040,.275,.243,0.032
Hanson, Alen,593700,2018,310,229,.252,.208,0.044,.425,.307,0.118,.296,.237,0.059
Engel, Adam,641553,2018,463,308,.235,.199,0.036,.336,.284,0.052,.270,.237,0.033
Arcia, Orlando,606115,2018,366,263,.236,.204,0.032,.307,.270,0.037,.253,.229,0.024
León, Sandy,506702,2018,288,194,.177,.180,-0.003,.279,.277,0.002,.227,.229,-0.002
